source_file,metric_group,group_value,metric_name,metric_value
gemma_zero_shot_lemmatized_results,window_size,11.0,accuracy,0.5702179176755447
gemma_zero_shot_lemmatized_results,window_size,11.0,macro_precision,0.4299895764665651
gemma_zero_shot_lemmatized_results,window_size,11.0,macro_recall,0.4237975523122964
gemma_zero_shot_lemmatized_results,window_size,11.0,macro_f1,0.4255829473689668
gemma_zero_shot_results,window_size,1.0,accuracy,0.5738498789346247
gemma_zero_shot_results,window_size,1.0,macro_precision,0.4414197322499803
gemma_zero_shot_results,window_size,1.0,macro_recall,0.4116286996416534
gemma_zero_shot_results,window_size,1.0,macro_f1,0.4172382494484875
gemma_zero_shot_results,window_size,3.0,accuracy,0.5750605326876513
gemma_zero_shot_results,window_size,3.0,macro_precision,0.4396333310840485
gemma_zero_shot_results,window_size,3.0,macro_recall,0.4328486419993606
gemma_zero_shot_results,window_size,3.0,macro_f1,0.4319207627877631
gemma_zero_shot_results,window_size,5.0,accuracy,0.5738498789346247
gemma_zero_shot_results,window_size,5.0,macro_precision,0.4295635705764792
gemma_zero_shot_results,window_size,5.0,macro_recall,0.4326965166384031
gemma_zero_shot_results,window_size,5.0,macro_f1,0.4280175650483435
gemma_zero_shot_results,window_size,7.0,accuracy,0.5786924939467313
gemma_zero_shot_results,window_size,7.0,macro_precision,0.3788555979822017
gemma_zero_shot_results,window_size,7.0,macro_recall,0.3769794483611781
gemma_zero_shot_results,window_size,7.0,macro_f1,0.3752590142743682
gemma_zero_shot_results,window_size,9.0,accuracy,0.5665859564164649
gemma_zero_shot_results,window_size,9.0,macro_precision,0.3694048084715893
gemma_zero_shot_results,window_size,9.0,macro_recall,0.3703534725365091
gemma_zero_shot_results,window_size,9.0,macro_f1,0.3675749403461736
gemma_zero_shot_results,window_size,11.0,accuracy,0.572639225181598
gemma_zero_shot_results,window_size,11.0,macro_precision,0.4305400523176287
gemma_zero_shot_results,window_size,11.0,macro_recall,0.4340828601244157
gemma_zero_shot_results,window_size,11.0,macro_f1,0.4303460362342012
gemma_least_to_most_results,window_size,1.0,accuracy,0.5508474576271186
gemma_least_to_most_results,window_size,1.0,macro_precision,0.3713360453508344
gemma_least_to_most_results,window_size,1.0,macro_recall,0.347092453494949
gemma_least_to_most_results,window_size,1.0,macro_f1,0.3564826308614134
gemma_least_to_most_results,window_size,3.0,accuracy,0.5281980742778541
gemma_least_to_most_results,window_size,3.0,macro_precision,0.3667521100162073
gemma_least_to_most_results,window_size,3.0,macro_recall,0.3640733512222276
gemma_least_to_most_results,window_size,3.0,macro_f1,0.3629815168389599
gemma_least_to_most_results,window_size,5.0,accuracy,0.5070643642072213
gemma_least_to_most_results,window_size,5.0,macro_precision,0.3808053638040988
gemma_least_to_most_results,window_size,5.0,macro_recall,0.3749719388025506
gemma_least_to_most_results,window_size,5.0,macro_f1,0.3732244667875947
gemma_least_to_most_results,window_size,7.0,accuracy,0.5150375939849624
gemma_least_to_most_results,window_size,7.0,macro_precision,0.3582506423571093
gemma_least_to_most_results,window_size,7.0,macro_recall,0.3684662115593422
gemma_least_to_most_results,window_size,7.0,macro_f1,0.3561279765099618
gemma_least_to_most_results,window_size,9.0,accuracy,0.4691943127962085
gemma_least_to_most_results,window_size,9.0,macro_precision,0.3559276550940147
gemma_least_to_most_results,window_size,9.0,macro_recall,0.3601347117794486
gemma_least_to_most_results,window_size,9.0,macro_f1,0.3477715352992058
gemma_least_to_most_results,window_size,11.0,accuracy,0.4688427299703264
gemma_least_to_most_results,window_size,11.0,macro_precision,0.3491432549087285
gemma_least_to_most_results,window_size,11.0,macro_recall,0.3435360123320641
gemma_least_to_most_results,window_size,11.0,macro_f1,0.337777290530004
gemma_least_to_most_structured_results,window_size,1.0,accuracy,0.5254237288135594
gemma_least_to_most_structured_results,window_size,1.0,macro_precision,0.401230693278251
gemma_least_to_most_structured_results,window_size,1.0,macro_recall,0.3671673252090683
gemma_least_to_most_structured_results,window_size,1.0,macro_f1,0.3781103747584038
gemma_least_to_most_structured_results,window_size,3.0,accuracy,0.4360385144429161
gemma_least_to_most_structured_results,window_size,3.0,macro_precision,0.4210928224829947
gemma_least_to_most_structured_results,window_size,3.0,macro_recall,0.3054520838761443
gemma_least_to_most_structured_results,window_size,3.0,macro_f1,0.3470676406999572
gemma_least_to_most_structured_results,window_size,5.0,accuracy,0.4081632653061224
gemma_least_to_most_structured_results,window_size,5.0,macro_precision,0.4113144634283919
gemma_least_to_most_structured_results,window_size,5.0,macro_recall,0.2971274817676352
gemma_least_to_most_structured_results,window_size,5.0,macro_f1,0.3382008182009913
gemma_least_to_most_structured_results,window_size,7.0,accuracy,0.4511278195488721
gemma_least_to_most_structured_results,window_size,7.0,macro_precision,0.4083602024404693
gemma_least_to_most_structured_results,window_size,7.0,macro_recall,0.331328364492034
gemma_least_to_most_structured_results,window_size,7.0,macro_f1,0.3515066841717785
gemma_least_to_most_structured_results,window_size,9.0,accuracy,0.428909952606635
gemma_least_to_most_structured_results,window_size,9.0,macro_precision,0.3994618913303638
gemma_least_to_most_structured_results,window_size,9.0,macro_recall,0.3258715699505173
gemma_least_to_most_structured_results,window_size,9.0,macro_f1,0.3443253915074472
gemma_least_to_most_structured_results,window_size,11.0,accuracy,0.4480712166172106
gemma_least_to_most_structured_results,window_size,11.0,macro_precision,0.3872622987346951
gemma_least_to_most_structured_results,window_size,11.0,macro_recall,0.3361773009629317
gemma_least_to_most_structured_results,window_size,11.0,macro_f1,0.3479841217674921
gemma_least_to_most_structured_lemmatized_results,window_size,1.0,accuracy,0.5230024213075061
gemma_least_to_most_structured_lemmatized_results,window_size,1.0,macro_precision,0.3926610141301699
gemma_least_to_most_structured_lemmatized_results,window_size,1.0,macro_recall,0.3537996298787479
gemma_least_to_most_structured_lemmatized_results,window_size,1.0,macro_f1,0.3657201549001552
